"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20260418","9호선","등촌","9820","9081","20260421",""
"20260418","9호선","염창","15537","14077","20260421",""
"20260418","9호선","신목동","3060","2788","20260421",""
"20260418","9호선","선유도","6437","6598","20260421",""
"20260418","9호선","당산","17441","16070","20260421",""
"20260418","9호선","국회의사당","8167","8178","20260421",""
"20260418","9호선","여의도","18301","17640","20260421",""
"20260418","경원선","청산","200","181","20260421",""
"20260418","경원선","전곡","1841","1604","20260421",""
"20260418","경원선","연천","1884","1756","20260421",""
"20260418","경의선","서울역","1665","1880","20260421",""
"20260418","경의선","신촌","389","459","20260421",""
"20260418","경의선","효창공원앞","2481","2721","20260421",""
"20260418","경의선","공덕","4219","2950","20260421",""
"20260418","경의선","서강대","2275","2217","20260421",""
"20260418","경의선","홍대입구","3092","3614","20260421",""
"20260418","경의선","가좌","5366","4907","20260421",""
"20260418","경의선","디지털미디어시티","2442","2472","20260421",""
"20260418","경의선","수색","2557","2297","20260421",""
"20260418","경의선","한국항공대","1918","1884","20260421",""
"20260418","경의선","강매","2613","2353","20260421",""
"20260418","경의선","행신","6331","6473","20260421",""
"20260418","경의선","능곡","4196","4106","20260421",""
"20260418","경의선","곡산","494","489","20260421",""
"20260418","경의선","백마","5991","5677","20260421",""
"20260418","경의선","풍산","6391","6034","20260421",""
"20260418","경의선","일산","10163","9754","20260421",""
"20260418","경의선","탄현","6926","6490","20260421",""
"20260418","경의선","야당","7502","7946","20260421",""
"20260418","경의선","운정","7214","6865","20260421",""
"20260418","경의선","금릉","5059","4851","20260421",""
"20260418","경의선","금촌","7054","6651","20260421",""
"20260418","경의선","월롱","1552","1489","20260421",""
"20260418","경의선","파주","1271","1012","20260421",""
"20260418","경의선","문산","6670","6006","20260421",""
"20260418","경의선","임진강","71","86","20260421",""
"20260418","경의선","운천","6","12","20260421",""
"20260418","경인선","개봉","20799","19918","20260421",""
"20260418","경인선","오류동","10741","9759","20260421",""
"20260418","경인선","역곡","23059","22522","20260421",""
"20260418","경인선","부천","32271","33133","20260421",""
"20260418","경인선","송내","21986","21307","20260421",""
"20260418","경인선","부평","32393","34914","20260421",""
"20260418","경인선","백운","6462","6409","20260421",""
"20260418","경인선","동암","15221","15261","20260421",""
"20260418","경인선","주안","18206","15893","20260421",""
"20260418","경인선","제물포","9260","8799","20260421",""
"20260418","경인선","동인천","14403","13780","20260421",""
"20260418","경인선","인천","6841","6238","20260421",""
"20260418","경인선","구일","6396","5816","20260421",""
"20260418","경인선","소사","8218","7753","20260421",""
"20260418","경인선","부개","7808","7225","20260421",""
"20260418","경인선","간석","5365","5106","20260421",""
"20260418","경인선","도원","2901","2926","20260421",""
"20260418","경인선","온수(성공회대입구)","5635","5133","20260421",""
"20260418","경인선","중동","8451","7763","20260421",""
"20260418","경인선","도화","3782","3462","20260421",""
"20260418","경춘선","신내","2190","1977","20260421",""
"20260418","경춘선","갈매","2074","1893","20260421",""
"20260418","경춘선","별내","2321","2019","20260421",""
"20260418","경춘선","퇴계원","3194","2811","20260421",""
"20260418","경춘선","사릉","2019","1858","20260421",""
"20260418","경춘선","금곡","1434","1355","20260421",""
"20260418","경춘선","평내호평","5813","5563","20260421",""
"20260418","경춘선","천마산","1705","1609","20260421",""
"20260418","경춘선","마석","4847","4799","20260421",""
"20260418","경춘선","대성리","902","862","20260421",""
"20260418","경춘선","청평","2571","2623","20260421",""
"20260418","경춘선","상천","725","773","20260421",""
"20260418","경춘선","가평","2941","2937","20260421",""
"20260418","경춘선","굴봉산","308","327","20260421",""
"20260418","경춘선","백양리","185","161","20260421",""
"20260418","경춘선","강촌","826","923","20260421",""
"20260418","경춘선","김유정","855","985","20260421",""
"20260418","경춘선","남춘천","3971","4327","20260421",""
"20260418","경춘선","춘천","2781","2240","20260421",""
"20260418","공항철도 1호선","서울역","15840","14542","20260421",""
"20260418","공항철도 1호선","공덕","2825","3899","20260421",""
"20260418","공항철도 1호선","홍대입구","21855","21074","20260421",""
"20260418","공항철도 1호선","디지털미디어시티","10013","8967","20260421",""
"20260418","공항철도 1호선","마곡나루(서울식물원)","8063","8953","20260421",""
"20260418","공항철도 1호선","김포공항","8566","4390","20260421",""
"20260418","공항철도 1호선","계양","8302","7956","20260421",""
"20260418","공항철도 1호선","검암","5463","5350","20260421",""
"20260418","공항철도 1호선","청라국제도시","6516","6135","20260421",""
"20260418","공항철도 1호선","운서","11583","12354","20260421",""
"20260418","공항철도 1호선","공항화물청사","1300","3763","20260421",""
"20260418","공항철도 1호선","인천공항1터미널","15200","14440","20260421",""
"20260418","공항철도 1호선","인천공항2터미널","13921","9624","20260421",""
"20260418","공항철도 1호선","영종","4864","4983","20260421",""
"20260418","과천선","선바위","6683","5917","20260421",""
"20260418","과천선","경마공원","13134","12943","20260421",""
"20260418","과천선","대공원","12934","13663","20260421",""
"20260418","과천선","과천","5183","4290","20260421",""
"20260418","과천선","정부과천청사","8493","8253","20260421",""
"20260418","과천선","인덕원","21914","21165","20260421",""
"20260418","과천선","평촌","12690","12320","20260421",""
"20260418","과천선","범계","28122","27282","20260421",""
"20260418","분당선","선릉","5785","9162","20260421",""
"20260418","분당선","한티","13215","12602","20260421",""
"20260418","분당선","도곡","5690","5272","20260421",""
"20260418","분당선","구룡","3177","2986","20260421",""
"20260418","분당선","개포동","3243","3016","20260421",""
"20260418","분당선","대모산입구","4491","4254","20260421",""
"20260418","분당선","수서","15972","16752","20260421",""
"20260418","분당선","복정","3","0","20260421",""
"20260418","분당선","수원","8535","8466","20260421",""
"20260418","분당선","서울숲","13452","14762","20260421",""
"20260418","분당선","압구정로데오","19661","21268","20260421",""
"20260418","분당선","강남구청","6216","7505","20260421",""
"20260418","분당선","선정릉","3905","3749","20260421",""
"20260418","분당선","가천대","7814","7610","20260421",""
"20260418","분당선","태평","11902","11225","20260421",""
"20260418","분당선","모란","17541","18196","20260421",""
"20260418","분당선","야탑","21421","22283","20260421",""
"20260418","분당선","서현","19381","19539","20260421",""
"20260418","분당선","수내","8710","8050","20260421",""
"20260418","분당선","정자","12873","12882","20260421",""
"20260418","분당선","미금","11966","12203","20260421",""
"20260418","분당선","오리","8500","7453","20260421",""
"20260418","분당선","이매","4832","4537","20260421",""
"20260418","분당선","보정","1828","1792","20260421",""
"20260418","분당선","죽전","11800","13001","20260421",""
"20260418","분당선","구성","6452","6498","20260421",""
"20260418","분당선","신갈","3509","3594","20260421",""
"20260418","분당선","기흥","8488","7514","20260421",""
"20260418","분당선","상갈","4376","4235","20260421",""
"20260418","분당선","청명","3755","3636","20260421",""
"20260418","분당선","영통","8440","8058","20260421",""
"20260418","분당선","망포","11224","10265","20260421",""
"20260418","분당선","매탄권선","4528","4178","20260421",""
"20260418","분당선","수원시청","13629","15052","20260421",""
"20260418","분당선","매교","4418","4394","20260421",""
"20260418","서해선","김포공항","2969","4560","20260421",""
"20260418","서해선","원종","5254","4892","20260421",""
"20260418","서해선","부천종합운동장","2404","2032","20260421",""
"20260418","수인선","고색","3817","3764","20260421",""
"20260418","수인선","오목천","3721","3018","20260421",""
"20260418","수인선","어천","1522","1415","20260421",""
"20260418","수인선","야목","778","652","20260421",""
"20260418","수인선","사리","4561","3721","20260421",""
"20260418","수인선","달월","90","81","20260421",""
"20260418","수인선","월곶","2730","2520","20260421",""
"20260418","수인선","소래포구","6819","6760","20260421",""
"20260418","수인선","인천논현","5354","5456","20260421",""
"20260418","수인선","호구포","2960","2827","20260421",""
"20260418","수인선","남동인더스파크","1012","980","20260421",""
"20260418","수인선","원인재","4367","4390","20260421",""
"20260418","수인선","연수","4951","4898","20260421",""
"20260418","수인선","송도","2360","2270","20260421",""
"20260418","수인선","인하대","5583","5188","20260421",""
"20260418","수인선","숭의","3710","3366","20260421",""
"20260418","수인선","신포","2033","1965","20260421",""
"20260418","수인선","인천","1607","2585","20260421",""
"20260418","신림선","샛강","1648","2049","20260421",""
"20260418","신림선","대방","3709","2352","20260421",""
"20260418","신림선","서울지방병무청","2558","2872","20260421",""
"20260418","신림선","보라매","3903","3369","20260421",""
"20260418","신림선","보라매공원","2059","2228","20260421",""
"20260418","신림선","보라매병원","4042","3939","20260421",""
"20260418","신림선","당곡","4167","3698","20260421",""
"20260418","신림선","신림","2135","2445","20260421",""
"20260418","신림선","서원","3220","2690","20260421",""
"20260418","신림선","서울대벤처타운","9618","8216","20260421",""
"20260418","신림선","관악산(서울대)","4303","4554","20260421",""
"20260418","안산선","산본","19263","18755","20260421",""
"20260418","안산선","대야미","6460","5400","20260421",""
"20260418","안산선","반월","4712","4561","20260421",""
"20260418","안산선","상록수","14578","14420","20260421",""
"20260418","안산선","한대앞","9404","9438","20260421",""
"20260418","안산선","중앙","20164","20534","20260421",""
"20260418","안산선","고잔","8319","8077","20260421",""
"20260418","안산선","초지","4557","4268","20260421",""
"20260418","안산선","안산","11823","12949","20260421",""
"20260418","안산선","신길온천","2202","2102","20260421",""
"20260418","안산선","정왕","9437","9380","20260421",""
"20260418","안산선","오이도","8659","8720","20260421",""
"20260418","안산선","수리산","13331","15069","20260421",""
"20260418","우이신설선","북한산우이","4699","5048","20260421",""
"20260418","우이신설선","솔밭공원","2353","2231","20260421",""
"20260418","우이신설선","4.19민주묘지","3704","3237","20260421",""
"20260418","우이신설선","가오리","4053","3720","20260421",""
"20260418","우이신설선","화계","3323","3027","20260421",""
"20260418","우이신설선","삼양","2236","2257","20260421",""
"20260418","우이신설선","삼양사거리","2573","2464","20260421",""
"20260418","우이신설선","솔샘","4875","4313","20260421",""
"20260418","우이신설선","북한산보국문","5781","4922","20260421",""
"20260418","우이신설선","정릉","4483","3733","20260421",""
"20260418","우이신설선","성신여대입구(돈암)","3569","4022","20260421",""
"20260418","우이신설선","보문","1614","1574","20260421",""
"20260418","우이신설선","신설동","2013","1920","20260421",""
"20260418","일산선","원흥","9314","8786","20260421",""
"20260418","일산선","삼송","16969","16345","20260421",""
"20260418","일산선","원당","10644","9988","20260421",""
"20260418","일산선","화정","15322","15772","20260421",""
"20260418","일산선","대곡","10073","9793","20260421",""
"20260418","일산선","백석","9026","9177","20260421",""
"20260418","일산선","마두","6553","6462","20260421",""
"20260418","일산선","정발산","7297","7542","20260421",""
"20260418","일산선","주엽","7843","6474","20260421",""
"20260418","일산선","대화","8493","7523","20260421",""
"20260418","장항선","봉명","1031","1065","20260421",""
"20260418","장항선","쌍용(나사렛대)","2466","2237","20260421",""
"20260418","장항선","아산","4902","4345","20260421",""
"20260418","장항선","탕정","2155","1917","20260421",""
"20260418","장항선","배방","1468","1425","20260421",""
"20260418","장항선","온양온천","5657","5863","20260421",""
"20260418","장항선","신창(순천향대)","1516","1495","20260421",""
"20260418","중앙선","회기","24095","22451","20260421",""
"20260418","중앙선","중랑","5319","5090","20260421",""
"20260418","중앙선","상봉","6208","5990","20260421",""
"20260418","중앙선","망우","7485","7175","20260421",""
"20260418","중앙선","양원","2703","2601","20260421",""
"20260418","중앙선","구리","7448","8176","20260421",""
"20260418","중앙선","도농","8461","7888","20260421",""
"20260418","중앙선","양정","572","500","20260421",""
"20260418","중앙선","덕소","5575","5710","20260421",""
"20260418","중앙선","도심","2488","2008","20260421",""
"20260418","중앙선","팔당","1551","1691","20260421",""
"20260418","중앙선","운길산","1612","1574","20260421",""
"20260418","중앙선","양수","2623","2683","20260421",""
"20260418","중앙선","신원","326","297","20260421",""
"20260418","중앙선","국수","820","819","20260421",""
"20260418","중앙선","아신","634","668","20260421",""
"20260418","중앙선","오빈","402","420","20260421",""
"20260418","중앙선","양평","5848","6094","20260421",""
"20260418","중앙선","원덕","534","562","20260421",""
"20260418","중앙선","용문","2865","3062","20260421",""
"20260418","중앙선","지평","94","82","20260421",""
"20260418","경원선","동두천","1589","1617","20260421",""
"20260418","9호선","샛강","4239","3876","20260421",""
"20260418","9호선","노량진","26309","25682","20260421",""
"20260418","9호선","노들","4532","3713","20260421",""
"20260418","9호선","흑석(중앙대입구)","7564","7397","20260421",""
"20260418","9호선","동작(현충원)","2369","2304","20260421",""
"20260418","9호선","구반포","2365","2163","20260421",""
"20260418","9호선","신반포","4739","4917","20260421",""
"20260418","9호선","고속터미널","20557","29852","20260421",""
"20260418","9호선","사평","3217","3081","20260421",""
"20260418","9호선","신논현","30639","32139","20260421",""
"20260418","9호선2~3단계","언주","7645","7651","20260421",""
"20260418","9호선2~3단계","선정릉","6505","7126","20260421",""
"20260418","9호선2~3단계","삼성중앙","4306","4084","20260421",""
"20260418","9호선2~3단계","봉은사","24209","28040","20260421",""
"20260418","9호선2~3단계","종합운동장","4845","4911","20260421",""
"20260418","9호선2~3단계","삼전","6808","6185","20260421",""
"20260418","9호선2~3단계","석촌고분","6486","5994","20260421",""
"20260418","9호선2~3단계","석촌","10325","9062","20260421",""
"20260418","9호선2~3단계","송파나루","5702","6111","20260421",""
"20260418","9호선2~3단계","한성백제","3570","3046","20260421",""
"20260418","9호선2~3단계","올림픽공원(한국체대)","16049","16574","20260421",""
"20260418","9호선2~3단계","둔촌오륜","3448","3225","20260421",""
"20260418","9호선2~3단계","중앙보훈병원","8121","7266","20260421",""
"20260418","경강선","판교","4647","4288","20260421",""
"20260418","경강선","이매","997","829","20260421",""
"20260418","경강선","삼동","1874","1685","20260421",""
"20260418","경강선","경기광주","6901","6528","20260421",""
"20260418","경강선","초월","3209","2831","20260421",""
"20260418","경강선","곤지암","2486","2503","20260421",""
"20260418","경강선","신둔도예촌","1619","1573","20260421",""
"20260418","경강선","이천","3829","3926","20260421",""
"20260418","경강선","부발","2653","2375","20260421",""
"20260418","경강선","세종대왕릉","462","545","20260421",""
"20260418","경강선","여주","3769","3966","20260421",""
"20260418","경강선","성남","1073","964","20260421",""
"20260418","경부선","서울역","13652","4025","20260421",""
"20260418","경부선","남영","8285","8754","20260421",""
"20260418","경부선","용산","59241","63305","20260421",""
"20260418","경부선","노량진","11017","10502","20260421",""
"20260418","경부선","대방","7753","8915","20260421",""
"20260418","경부선","영등포","49376","51331","20260421",""
"20260418","경부선","신도림","4191","4980","20260421",""
"20260418","경부선","신길","7495","6624","20260421",""
"20260418","경부선","구로","16309","17298","20260421",""
"20260418","경부선","가산디지털단지","7631","9574","20260421",""
"20260418","경부선","금천구청","9827","9597","20260421",""
"20260418","경부선","석수","7717","6832","20260421",""
"20260418","경부선","관악","7197","7012","20260421",""
"20260418","경부선","안양","22321","21676","20260421",""
"20260418","경부선","명학","5454","5148","20260421",""
"20260418","경부선","금정","25044","24697","20260421",""
"20260418","경부선","군포","4681","4205","20260421",""
"20260418","경부선","의왕","7296","6974","20260421",""
"20260418","경부선","성균관대","14149","13786","20260421",""
"20260418","경부선","화서","12091","11953","20260421",""
"20260418","경부선","수원","49774","54331","20260421",""
"20260418","경부선","독산","11108","10398","20260421",""
"20260418","경부선","세류","3690","3649","20260421",""
"20260418","경부선","병점","16052","15581","20260421",""
"20260418","경부선","세마","3431","3010","20260421",""
"20260418","경부선","오산대","4563","4085","20260421",""
"20260418","경부선","오산","12659","12020","20260421",""
"20260418","경부선","진위","1409","1294","20260421",""
"20260418","경부선","송탄","5667","5107","20260421",""
"20260418","경부선","서정리","10212","8871","20260421",""
"20260418","경부선","평택지제","5713","4994","20260421",""
"20260418","경부선","평택","17463","16911","20260421",""
"20260418","경부선","성환","4399","4129","20260421",""
"20260418","경부선","직산","1123","1026","20260421",""
"20260418","경부선","두정","8496","8357","20260421",""
"20260418","경부선","천안","9174","9237","20260421",""
"20260418","경부선","당정","5045","4637","20260421",""
"20260418","경부선","서동탄","1285","1302","20260421",""
"20260418","경부선","광명","3659","3094","20260421",""
"20260418","경원선","이촌(국립중앙박물관)","4134","3215","20260421",""
"20260418","경원선","서빙고","2370","2498","20260421",""
"20260418","경원선","한남","2918","2909","20260421",""
"20260418","경원선","옥수","46","38","20260421",""
"20260418","경원선","응봉","4429","4562","20260421",""
"20260418","경원선","왕십리(성동구청)","16310","16766","20260421",""
"20260418","경원선","청량리(서울시립대입구)","22228","22769","20260421",""
"20260418","경원선","외대앞","10082","9509","20260421",""
"20260418","경원선","신이문","7480","6597","20260421",""
"20260418","경원선","석계","7547","7829","20260421",""
"20260418","경원선","광운대","7307","7070","20260421",""
"20260418","경원선","월계","5667","5131","20260421",""
"20260418","경원선","녹천","3666","3159","20260421",""
"20260418","경원선","창동","8","0","20260421",""
"20260418","경원선","방학","9338","9112","20260421",""
"20260418","경원선","도봉","5132","4985","20260421",""
"20260418","경원선","도봉산","10892","7540","20260421",""
"20260418","경원선","망월사","7190","7286","20260421",""
"20260418","경원선","회룡","12469","12410","20260421",""
"20260418","경원선","의정부","21054","21781","20260421",""
"20260418","경원선","가능","6083","5698","20260421",""
"20260418","경원선","녹양","4513","4296","20260421",""
"20260418","경원선","양주","7659","7165","20260421",""
"20260418","경원선","덕계","6449","5775","20260421",""
"20260418","경원선","덕정","6087","5579","20260421",""
"20260418","경원선","지행","7111","6987","20260421",""
"20260418","경원선","동두천중앙","2949","2862","20260421",""
"20260418","경원선","보산","2129","1927","20260421",""
"20260418","경원선","소요산","4076","3981","20260421",""
"20260418","일산선","지축","1","0","20260421",""
"20260419","분당선","복정","2","0","20260422",""
"20260419","6호선","신내","1","0","20260422",""
"20260419","7호선","장암","2127","1373","20260422",""
"20260419","7호선","도봉산","5886","8536","20260422",""
"20260419","7호선","수락산","9293","9087","20260422",""
"20260419","1호선","서울역","55450","55459","20260422",""
"20260419","1호선","시청","12756","12447","20260422",""
"20260419","1호선","종각","17907","16568","20260422",""
"20260419","1호선","종로3가","18451","15693","20260422",""
"20260419","1호선","종로5가","13677","13140","20260422",""
"20260419","1호선","동대문","13706","14330","20260422",""
"20260419","1호선","신설동","10052","9908","20260422",""
"20260419","1호선","제기동","11490","11768","20260422",""
"20260419","1호선","청량리(서울시립대입구)","18938","18808","20260422",""
"20260419","1호선","동묘앞","15019","15485","20260422",""
"20260419","2호선","시청","9311","7395","20260422",""
"20260419","2호선","을지로입구","30068","29883","20260422",""
"20260419","2호선","을지로3가","14043","14424","20260422",""
"20260419","2호선","을지로4가","7312","6918","20260422",""
"20260419","2호선","동대문역사문화공원(DDP)","12878","15431","20260422",""
"20260419","2호선","신당","10489","11148","20260422",""
"20260419","2호선","상왕십리","8753","8732","20260422",""
"20260419","2호선","왕십리(성동구청)","10750","9937","20260422",""
"20260419","2호선","한양대","4075","4699","20260422",""
"20260419","2호선","뚝섬","15080","15107","20260422",""
"20260419","2호선","성수","40002","42421","20260422",""
"20260419","2호선","건대입구","29544","30104","20260422",""
"20260419","2호선","구의(광진구청)","17264","17237","20260422",""
"20260419","2호선","강변(동서울터미널)","21684","20855","20260422",""
"20260419","2호선","잠실나루","7265","7314","20260422",""
"20260419","2호선","잠실(송파구청)","62089","57684","20260422",""
"20260419","2호선","잠실새내","15702","15212","20260422",""
"20260419","2호선","종합운동장","17891","20044","20260422",""
"20260419","2호선","삼성(무역센터)","27412","25684","20260422",""
"20260419","2호선","선릉","17680","14812","20260422",""
"20260419","2호선","역삼","14230","15439","20260422",""
"20260419","2호선","강남","36939","35885","20260422",""
"20260419","2호선","교대(법원.검찰청)","11017","13814","20260422",""
"20260419","2호선","서초","15629","14833","20260422",""
"20260419","2호선","방배","7864","8121","20260422",""
"20260419","2호선","사당","30179","31879","20260422",""
"20260419","2호선","낙성대(강감찬)","18756","19283","20260422",""
"20260419","2호선","서울대입구(관악구청)","29517","29346","20260422",""
"20260419","2호선","봉천","15079","14611","20260422",""
"20260419","2호선","신림","39559","39088","20260422",""
"20260419","2호선","신대방","18217","17689","20260422",""
"20260419","2호선","구로디지털단지","29842","28447","20260422",""
"20260419","2호선","대림(구로구청)","18563","19208","20260422",""
"20260419","2호선","신도림","33952","32983","20260422",""
"20260419","2호선","문래","10806","11656","20260422",""
"20260419","2호선","영등포구청","11301","11954","20260422",""
"20260419","2호선","당산","11662","11977","20260422",""
"20260419","2호선","합정","26277","27367","20260422",""
"20260419","2호선","홍대입구","66841","68203","20260422",""
"20260419","2호선","신촌","26495","26481","20260422",""
"20260419","2호선","이대","10820","11881","20260422",""
"20260419","2호선","아현","6817","6680","20260422",""
"20260419","2호선","충정로(경기대입구)","4846","5322","20260422",""
"20260419","2호선","용답","2140","2217","20260422",""
"20260419","2호선","신답","1050","1082","20260422",""
"20260419","2호선","신설동","3940","3761","20260422",""
"20260419","2호선","도림천","661","743","20260422",""
"20260419","2호선","양천구청","3865","3922","20260422",""
"20260419","2호선","신정네거리","5808","6067","20260422",""
"20260419","2호선","용두(동대문구청)","1360","1270","20260422",""
"20260419","3호선","지축","4846","4794","20260422",""
"20260419","3호선","구파발","15252","15320","20260422",""
"20260419","3호선","연신내","25400","23949","20260422",""
"20260419","3호선","불광","11507","12701","20260422",""
"20260419","3호선","녹번","8477","7784","20260422",""
"20260419","3호선","홍제","12461","11970","20260422",""
"20260419","3호선","무악재","2566","2675","20260422",""
"20260419","3호선","독립문","5850","6451","20260422",""
"20260419","3호선","경복궁(정부서울청사)","18571","19824","20260422",""
"20260419","3호선","안국","19348","20645","20260422",""
"20260419","3호선","종로3가","7309","8515","20260422",""
"20260419","3호선","을지로3가","7271","6448","20260422",""
"20260419","3호선","충무로","2","0","20260422",""
"20260419","3호선","동대입구","7454","8611","20260422",""
"20260419","3호선","약수","8284","7980","20260422",""
"20260419","3호선","금호","5112","4969","20260422",""
"20260419","3호선","옥수","7061","7097","20260422",""
"20260419","3호선","압구정","17189","17667","20260422",""
"20260419","3호선","신사","12836","13029","20260422",""
"20260419","3호선","잠원","4142","4078","20260422",""
"20260419","3호선","고속터미널","53087","48439","20260422",""
"20260419","3호선","교대(법원.검찰청)","6853","3577","20260422",""
"20260419","3호선","남부터미널(예술의전당)","16409","16651","20260422",""
"20260419","3호선","양재(서초구청)","17301","18725","20260422",""
"20260419","3호선","매봉","5498","5368","20260422",""
"20260419","3호선","도곡","2837","2826","20260422",""
"20260419","3호선","대치","6383","5815","20260422",""
"20260419","3호선","학여울","1263","1287","20260422",""
"20260419","3호선","대청","5352","5276","20260422",""
"20260419","3호선","일원","4989","5136","20260422",""
"20260419","3호선","수서","12927","12503","20260422",""
"20260419","3호선","가락시장","4759","4881","20260422",""
"20260419","3호선","경찰병원","3509","3579","20260422",""
"20260419","3호선","오금","3360","3348","20260422",""
"20260419","4호선","불암산","7341","7083","20260422",""
"20260419","4호선","상계","15960","15091","20260422",""
"20260419","4호선","노원","14741","15898","20260422",""
"20260419","4호선","창동","19571","20264","20260422",""
"20260419","4호선","쌍문","19093","17409","20260422",""
"20260419","4호선","수유(강북구청)","24285","23534","20260422",""
"20260419","4호선","미아(서울사이버대학)","10401","9665","20260422",""
"20260419","4호선","미아사거리","18461","17917","20260422",""
"20260419","4호선","길음","12984","12789","20260422",""
"20260419","4호선","성신여대입구(돈암)","15559","14842","20260422",""
"20260419","4호선","한성대입구(삼선교)","10423","10525","20260422",""
"20260419","4호선","혜화","28018","29665","20260422",""
"20260419","4호선","동대문","11648","12015","20260422",""
"20260419","4호선","동대문역사문화공원(DDP)","16117","14202","20260422",""
"20260419","4호선","충무로","15429","16089","20260422",""
"20260419","4호선","명동","31753","33533","20260422",""
"20260419","4호선","회현(남대문시장)","13552","14296","20260422",""
"20260419","4호선","서울역","7008","16735","20260422",""
"20260419","4호선","숙대입구(갈월)","10611","10554","20260422",""
"20260419","4호선","삼각지(전쟁기념관)","5056","6591","20260422",""
"20260419","4호선","신용산","15543","16992","20260422",""
"20260419","4호선","이촌(국립중앙박물관)","10632","10867","20260422",""
"20260419","4호선","동작(현충원)","2092","1992","20260422",""
"20260419","4호선","총신대입구(이수)","12601","13753","20260422",""
"20260419","4호선","사당","19105","18230","20260422",""
"20260419","4호선","남태령","1052","704","20260422",""
"20260419","5호선","개화산","3558","3624","20260422",""
"20260419","5호선","김포공항","11313","6762","20260422",""
"20260419","5호선","송정","4433","4314","20260422",""
"20260419","5호선","마곡","8421","8512","20260422",""
"20260419","5호선","발산","12291","12781","20260422",""
"20260419","5호선","우장산","8875","9194","20260422",""
"20260419","5호선","화곡","17411","16561","20260422",""
"20260419","5호선","까치산","18188","17633","20260422",""
"20260419","5호선","신정(은행정)","7770","7128","20260422",""
"20260419","5호선","목동","9536","9736","20260422",""
"20260419","5호선","오목교(목동운동장앞)","12893","13037","20260422",""
"20260419","5호선","양평","3823","3843","20260422",""
"20260419","5호선","영등포구청","2375","2240","20260422",""
"20260419","5호선","영등포시장","7899","7904","20260422",""
"20260419","5호선","신길","3229","3200","20260422",""
"20260419","5호선","여의도","10737","11929","20260422",""
"20260419","5호선","여의나루","19593","20468","20260422",""
"20260419","5호선","마포","6962","6569","20260422",""
"20260419","5호선","공덕","6517","6536","20260422",""
"20260419","5호선","애오개","3475","3459","20260422",""
"20260419","5호선","충정로(경기대입구)","1875","1955","20260422",""
"20260419","5호선","서대문","6671","6562","20260422",""
"20260419","5호선","광화문(세종문화회관)","17503","17971","20260422",""
"20260419","5호선","종로3가","13276","13434","20260422",""
"20260419","5호선","을지로4가","3168","3150","20260422",""
"20260419","5호선","동대문역사문화공원(DDP)","1459","1660","20260422",""
"20260419","5호선","청구","1970","1911","20260422",""
"20260419","5호선","신금호","3530","3917","20260422",""
"20260419","5호선","행당","4811","4354","20260422",""
"20260419","5호선","왕십리(성동구청)","3180","3715","20260422",""
"20260419","5호선","마장","3597","3459","20260422",""
"20260419","5호선","답십리","9367","8496","20260422",""
"20260419","5호선","장한평","10737","10543","20260422",""
"20260419","5호선","군자(능동)","8438","9730","20260422",""
"20260419","5호선","아차산(어린이대공원후문)","13918","13545","20260422",""
"20260419","5호선","광나루(장신대)","9891","9752","20260422",""
"20260419","5호선","천호(풍납토성)","16759","15627","20260422",""
"20260419","5호선","강동","10984","11206","20260422",""
"20260419","5호선","길동","5890","5856","20260422",""
"20260419","5호선","굽은다리(강동구민회관앞)","6812","6435","20260422",""
"20260419","5호선","명일","5890","5740","20260422",""
"20260419","5호선","고덕","5349","5437","20260422",""
"20260419","5호선","상일동","7569","7676","20260422",""
"20260419","5호선","둔촌동","8797","8437","20260422",""
"20260419","5호선","올림픽공원(한국체대)","6208","6714","20260422",""
"20260419","5호선","방이","5765","5299","20260422",""
"20260419","5호선","오금","1972","1909","20260422",""
"20260419","5호선","개롱","3691","3931","20260422",""
"20260419","5호선","거여","5556","5635","20260422",""
"20260419","5호선","마천","4402","4315","20260422",""
"20260419","5호선","강일","3684","3426","20260422",""
"20260419","5호선","미사","14118","14111","20260422",""
"20260419","5호선","하남풍산","3714","3492","20260422",""
"20260419","5호선","하남시청(덕풍·신장)","6500","5998","20260422",""
"20260419","5호선","하남검단산","6884","6553","20260422",""
"20260419","6호선","응암","11401","11591","20260422",""
"20260419","6호선","역촌","2440","2872","20260422",""
"20260419","6호선","불광","3655","3275","20260422",""
"20260419","6호선","독바위","1700","1981","20260422",""
"20260419","6호선","연신내","2","0","20260422",""
"20260419","6호선","구산","4972","3942","20260422",""
"20260419","6호선","새절(신사)","7921","7693","20260422",""
"20260419","6호선","증산(명지대앞)","6406","6398","20260422",""
"20260419","6호선","디지털미디어시티","7000","7253","20260422",""
"20260419","6호선","월드컵경기장(성산)","5341","5469","20260422",""
"20260419","6호선","마포구청","9151","8310","20260422",""
"20260419","6호선","망원","14432","15672","20260422",""
"20260419","6호선","합정","11829","10925","20260422",""
"20260419","6호선","상수","8848","9275","20260422",""
"20260419","6호선","광흥창(서강)","5647","5300","20260422",""
"20260419","6호선","대흥(서강대앞)","5608","5907","20260422",""
"20260419","6호선","공덕","9423","9427","20260422",""
"20260419","6호선","효창공원앞","4589","4104","20260422",""
"20260419","6호선","삼각지(전쟁기념관)","6337","5383","20260422",""
"20260419","6호선","녹사평(용산구청)","5106","5065","20260422",""
"20260419","6호선","이태원","14444","13812","20260422",""
